scientific_name,common_name,family,height (feet),height_min,height_max,spread (feet),spread_min,spread_max,type,bloom_time,bloom_start,bloom_end,maintenance,sun,sun_max,sun_min,water,zone,zone_min,zone_max,bloom_desc,native_range
Sansevieria masoniana,Mason's Congo Sansevieria,Asparagaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 11,10,11,Greenish-white, Democratic Republic of the Congo
Sansevieria patens,Snake Plant,Asparagaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors,
Sansevieria 'Starfish',Mother In Law's Tongue,Asparagaceae,1.00 to 4.00,1.0,4.0,1.00 to 3.00,1.0,3.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors,
Sansevieria suffruticosa,Bowstring Hemp,Asparagaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors, Tropical eastern Africa
Sansevieria trifasciata,Viper's Bowstring Hemp,Asparagaceae,2.00 to 4.00,2.0,4.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Medium,10 to 12,10,12,Greenish-white, Nigeria
Sansevieria trifasciata 'Bantel's Sensation',Mother-in-law's Tongue,Asparagaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Full sun to part shade,full sun,part shade,Dry to medium,10 to 12,10,12,White,
Sansevieria trifasciata 'Black Coral',Mother-in-law's Tongue,Asparagaceae,2.50 to 3.00,2.5,3.0,2.00 to 3.00,2.0,3.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors,
Sansevieria trifasciata 'Black Robusta',Mother-in-law's Tongue,Asparagaceae,1.50 to 2.00,1.5,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors,
Sansevieria trifasciata 'Black Star',Mother-in-law's Tongue,Asparagaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 12,10,12,Rarely flowers indoors,
Sansevieria trifasciata 'Dwarf Laurentii',Snake Plant,Asparagaceae,0.25 to 0.50,0.25,0.5,0.25 to 0.50,0.25,0.5,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 11,10,11,Rarely flowers indoors,
Sansevieria trifasciata 'Gold Flame',Mother-in-law's Tongue,Asparagaceae,1.50 to 2.00,1.5,2.0,1.50 to 2.00,1.5,2.0,Herbaceous perennial,Rarely flowers indoors,Rarely flowers indoors,,Low,Part shade,part shade,,Dry to medium,10 to 11,10,11,Rarely flowers indoors,
Santolina chamaecyparissus,Lavender Cotton,Asteraceae,1.00 to 2.00,1.0,2.0,2.00 to 3.00,2.0,3.0,Broadleaf evergreen,July to August,July,August,Medium,Full sun,full sun,,Dry to medium,6 to 9,6,9,Yellow, Western and central Mediterranean
Sanvitalia procumbens,Creeping Zinnia,Asteraceae,0.25 to 0.50,0.25,0.5,0.75 to 1.50,0.75,1.5,Annual,June to frost,June,frost,Low,Full sun,full sun,,Dry to medium,2 to 11,2,11,Yellow to orange-yellow rays and dark purple-brown centers," Mexico, Guatemala"
Sapindus drummondii,Western Soapberry,Sapindaceae,20.00 to 50.00,20.0,50.0,20.00 to 50.00,20.0,50.0,Tree,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Dry to medium,6 to 9,6,9,Yellowish-white," Southern United States, northern Mexico"
Sapindus saponaria,Soapberry,Sapindaceae,20.00 to 40.00,20.0,40.0,20.00 to 40.00,20.0,40.0,Broadleaf evergreen,May to June,May,June,Medium,Full sun,full sun,,Dry to medium,9 to 11,9,11,Creamy-white to yellow-white, Tropical Americas
Saponaria × lempergii,Soapwort,Caryophyllaceae,0.75 to 1.50,0.75,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,August to October,August,October,Medium,Full sun,full sun,,Dry,3 to 7,3,7,Light reddish-purple to carmine pink,
Saponaria × lempergii 'Max Frei',Soapwort,Caryophyllaceae,0.75 to 1.50,0.75,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to October,June,October,Medium,Full sun,full sun,,Dry,3 to 7,3,7,Pink,
Saponaria ocymoides,Rock Soapwort,Caryophyllaceae,0.50 to 0.75,0.5,0.75,1.00 to 2.00,1.0,2.0,Broadleaf evergreen,May to August,May,August,Low,Full sun,full sun,,Dry to medium,2 to 9,2,9,Pink, Spain to central Europe
Saponaria officinalis 'Flore Pleno',Soapwort,Caryophyllaceae,1.00 to 2.00,1.0,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,July to September,July,September,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Pink,
Sarcococca hookeriana,Sweet Box,Buxaceae,4.00 to 5.00,4.0,5.0,5.00 to 6.00,5.0,6.0,Broadleaf evergreen,March to April,March,April,Medium,Part shade to full shade,part shade,full shade,Medium,6 to 8,6,8,White, Southeastern Tibet to eastern Himalayas
Sarcococca hookeriana var. humilis,Sweet Box,Buxaceae,1.00 to 2.00,1.0,2.0,2.00 to 4.00,2.0,4.0,Broadleaf evergreen,March to April,March,April,Medium,Part shade to full shade,part shade,full shade,Medium,6 to 8,6,8,White, China
Sarcococca hookeriana var. humilis 'Sarsid2' FRAGRANT MOUNTAIN,Sweet Box,Buxaceae,2.00 to 3.00,2.0,3.0,3.00 to 4.00,3.0,4.0,Broadleaf evergreen,March to April,March,April,Medium,Part shade to full shade,part shade,full shade,Medium,6 to 8,6,8,White,
Sarcococca ruscifolia,Fragrant Sweet Box,Buxaceae,3.00 to 4.00,3.0,4.0,3.00 to 4.00,3.0,4.0,Broadleaf evergreen,March to April,March,April,Low,Part shade to full shade,part shade,full shade,Medium,7 to 9,7,9,White," Western China, Tibet"
Sarracenia × catesbaei,Hybrid Pitcher Plant,Sarraceniaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,5 to 9,5,9,Black red, Southeastern United States
Sarracenia 'Dana's Delight',Pitcher Plant,Sarraceniaceae,2.00 to 3.00,2.0,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Green maturing to pink,
Sarracenia 'Dixie Lace',Pitcher Plant,Sarraceniaceae,0.75 to 1.50,0.75,1.5,0.50 to 0.75,0.5,0.75,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Maroon red,
Sarracenia × excellens,Hybrid Pitcher Plant,Sarraceniaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,5 to 9,5,9,Red, Southeast United States
Sarracenia flava,Yellow Pitcher Plant,Sarraceniaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Yellow, Southeastern United States
Sarracenia flava 'Giant Red Tube',Pitcher Plant,Sarraceniaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Yellow,
Sarracenia flava var. rubricorpora,Yellow Trumpet Pitcher Plant,Sarraceniaceae,1.50 to 3.00,1.5,3.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Yellow, Southeastern United States
Sarracenia 'Judith Hindle',Pitcher Plant,Sarraceniaceae,1.00 to 2.00,1.0,2.0,0.75 to 1.50,0.75,1.5,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Maroon red,
Sarracenia 'Ladies in Waiting',Pitcher Plant,Sarraceniaceae,1.00 to 1.50,1.0,1.5,0.50 to 1.00,0.5,1.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Maroon red,
Sarracenia leucophylla,White Trumpet Pitcher Plant,Sarraceniaceae,1.00 to 3.00,1.0,3.0,1.00 to 3.00,1.0,3.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Red, Southeastern United States
Sarracenia minor,Hooded Pitcher Plant,Sarraceniaceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,High,Full sun,full sun,,Wet,6 to 8,6,8,Yellow, North Carolina to Florida
Sarracenia minor 'Okee Giant',Hooded Pitcher Plant,Sarraceniaceae,2.50 to 3.00,2.5,3.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,High,Full sun,full sun,,Wet,7 to 9,7,9,Yellow,
Sarracenia oreophila,Green Pitcherplant,Sarraceniaceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May,May,,High,Full sun,full sun,,Wet,6 to 8,6,8,Yellow," Alabama, Georgia, North Carolina, Tennessee"
Sarracenia purpurea subsp. purpurea,Common Pitcher Plant,Sarraceniaceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,High,Full sun,full sun,,Wet,3 to 7,3,7,Dark purple-red, New Jersey north to Canadian arctic
Sarracenia purpurea subsp. venosa,Purple Pitcher Plant,Sarraceniaceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,High,Full sun,full sun,,Wet,6 to 8,6,8,Red, Southeastern United States
Sarracenia 'Red Bug',Pitcher Plant,Sarraceniaceae,0.75 to 1.00,0.75,1.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,5 to 9,5,9,Red and green bicolor,
Sarracenia rubra,Sweet Pitcher Plant,Sarraceniaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Maroon-dark red, Southeastern United States
Sarracenia rubra f. jonesii,Sweet Pitcher Plant,Sarraceniaceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,April to May,April,May,High,Full sun,full sun,,Wet,6 to 8,6,8,Dark red, North and South Carolina
Saruma henryi,Upright Wild Ginger,Aristolochiaceae,1.50 to 2.00,1.5,2.0,1.50 to 3.00,1.5,3.0,Herbaceous perennial,April to May,April,May,Low,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,Soft yellow, Central China
Sassafras albidum,Sassafras,Lauraceae,30.00 to 60.00,30.0,60.0,25.00 to 40.00,25.0,40.0,Tree,April to May,April,May,Medium,Full sun to part shade,full sun,part shade,Medium,4 to 9,4,9,Greenish-yellow, Eastern North America
Satureja montana,Winter Savory,Lamiaceae,0.50 to 1.00,0.5,1.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to August,June,August,Medium,Full sun,full sun,,Dry to medium,5 to 8,5,8,White to lilac," Southwestern Asia, southern Europe"
Satureja spicigera,Creeping Savory,Lamiaceae,0.25 to 0.75,0.25,0.75,1.50 to 2.00,1.5,2.0,Herbaceous perennial,July to October,July,October,Low,Full sun,full sun,,Dry to medium,6 to 9,6,9,White," Iran, Caucasus, Turkey"
Sauromatum venosum,Voodoo Lily,Araceae,2.00 to 2.50,2.0,2.5,2.00 to 3.00,2.0,3.0,Herbaceous perennial,April to May,April,May,Medium,Part shade,part shade,,Medium,6 to 10,6,10,Maroon and lime green," Africa, Asia"
Saururus cernuus,Lizard's Tail,Saururaceae,1.00 to 2.00,1.0,2.0,1.00 to 2.00,1.0,2.0,Herbaceous perennial,June to September,June,September,Low,Full sun to part shade,full sun,part shade,Wet,3 to 9,3,9,White, Eastern North America
Saururus chinensis,Lizard's Tail,Saururaceae,1.00 to 3.00,1.0,3.0,1.00 to 3.00,1.0,3.0,Herbaceous perennial,June to August,June,August,Low,Full sun to part shade,full sun,part shade,Wet,4 to 9,4,9,White to yellowish white, Eastern Asia
Saussurea pulchella,Saussurea,Asteraceae,3.00 to 5.00,3.0,5.0,2.00 to 4.00,2.0,4.0,Herbaceous perennial,July to August,July,August,Medium,Full sun to part shade,full sun,part shade,Medium,3 to 7,3,7,Pale purple, Asia
Saxifraga × arendsii,Rockfoil,Saxifragaceae,0.50 to 0.75,0.5,0.75,0.75 to 1.00,0.75,1.0,Herbaceous perennial,May to June,May,June,Medium,Part shade,part shade,,Medium,5 to 7,5,7,"Pink, rose, red or white",
Saxifraga crustata,Saxifrage,Saxifragaceae,0.50 to 1.00,0.5,1.0,1.00 to 2.00,1.0,2.0,Broadleaf evergreen,July to August,July,August,Medium,Part shade,part shade,,Medium,5 to 8,5,8,Yellow-white, Europe E-Alps Austria Croatia Slovenia Italy
Saxifraga paniculata subsp. paniculata,Lifelong Saxifrage,Saxifragaceae,0.50 to 1.00,0.5,1.0,0.25 to 0.50,0.25,0.5,Herbaceous perennial,June to August,June,August,Medium,Part shade,part shade,,Medium,2 to 6,2,6,White to pink to yellow," Europe, Caucasus, North America"
Saxifraga stolonifera,Creeping Saxifrage,Saxifragaceae,0.50 to 1.50,0.5,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Medium,Part shade to full shade,part shade,full shade,Medium,6 to 9,6,9,White," China, Japan, South Korea"
Saxifraga stolonifera 'Variegata',Strawberry Geranium,Saxifragaceae,0.25 to 0.50,0.25,0.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,May to June,May,June,Medium,Part shade to full shade,part shade,full shade,Medium,6 to 9,6,9,White,
Scabiosa atropurpurea 'Beaujolais Bonnets',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,May to September,May,September,Low,Full sun,full sun,,Medium,,,,Burgundy,
Scabiosa 'Butterfly Blue',Pincushion Flower,Caprifoliaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to frost,April,frost,Low,Full sun,full sun,,Medium,5 to 9,5,9,Lavender-blue,
Scabiosa caucasica,Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Low,Full sun,full sun,,Medium,3 to 7,3,7,"Lavener to blue, occasionally white", Caucasia
Scabiosa caucasica 'Fama',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Low,Full sun,full sun,,Medium,3 to 7,3,7,Blue,
Scabiosa caucasica 'Kompliment',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to September,May,September,Low,Full sun,full sun,,Medium,3 to 7,3,7,Lavender-blue,
Scabiosa caucasica (Perfecta Series),Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to August,May,August,Medium,Full sun,full sun,,Medium,3 to 7,3,7,Pale lilac blue,
Scabiosa caucasica var. alba,Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to July,May,July,Medium,Full sun,full sun,,Medium,3 to 7,3,7,White, Caucasus
Scabiosa columbaria 'Balflutturite' FLUTTER PURE WHITE,Pincushion Flower,Caprifoliaceae,1.00 to 2.00,1.0,2.0,0.75 to 1.00,0.75,1.0,Herbaceous perennial,May to September,May,September,Low,Full sun,full sun,,Dry to medium,5 to 9,5,9,White,
Scabiosa 'Fama White',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to frost,April,frost,Low,Full sun,full sun,,Medium,4 to 8,4,8,White,
Scabiosa 'Giant Blue',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to frost,May,frost,Low,Full sun,full sun,,Medium,3 to 7,3,7,Lavender-blue,
Scabiosa 'Grand Stone',Pincushion Flower,Caprifoliaceae,1.00 to 2.00,1.0,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to frost,May,frost,Low,Full sun,full sun,,Medium,4 to 7,4,7,Lavender blue with lime green center,
Scabiosa japonica 'Blue Diamonds',Pincushion Flower,Caprifoliaceae,0.25 to 0.50,0.25,0.5,0.50 to 1.00,0.5,1.0,Herbaceous perennial,May to October,May,October,Low,Full sun to part shade,full sun,part shade,Medium,4 to 8,4,8,Lilac blue,
Scabiosa 'Pink Mist',Pincushion Flower,Caprifoliaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,April to frost,April,frost,Low,Full sun,full sun,,Medium,5 to 9,5,9,Pink,
Scabiosa superba 'Mongolian Mist',Pincushion Flower,Caprifoliaceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Herbaceous perennial,June to September,June,September,Low,Full sun to part shade,full sun,part shade,Medium,4 to 7,4,7,Purple blue,
Scabiosa 'Ultra Violet',Pincushion Flower,Caprifoliaceae,1.50 to 2.00,1.5,2.0,1.00 to 1.50,1.0,1.5,Herbaceous perennial,May to September,May,September,Low,Full sun,full sun,,Medium,3 to 7,3,7,Deep purple blue,
Scabiosa 'Vivid Violet',Pincushion Flower,Caprifoliaceae,1.00 to 1.50,1.0,1.5,1.00 to 1.50,1.0,1.5,Herbaceous perennial,June to September,June,September,Low,Full sun,full sun,,Medium,3 to 7,3,7,Violet blue,
Scadoxus multiflorus,African Blood Lily,Amaryllidaceae,1.00 to 2.00,1.0,2.0,0.75 to 1.50,0.75,1.5,Bulb,June to July,June,July,Low,Full sun to part shade,full sun,part shade,Medium,9 to 11,9,11,Red," Africa, Arabian Peninsula"
Scaevola aemula,Fan Flower,Goodeniaceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Flowers freely,Flowers freely,,Low,Full sun to part shade,full sun,part shade,Medium,10 to 11,10,11,Dark blue, Australia
Scaevola aemula 'Blue Wonder',Fan Flower,Goodeniaceae,0.75 to 1.50,0.75,1.5,1.00 to 2.00,1.0,2.0,Herbaceous perennial,Flowers freely,Flowers freely,,Low,Full sun to part shade,full sun,part shade,Medium,10 to 11,10,11,Dark blue,
Scaevola taccada,Beach Naupaka,Goodeniaceae,3.00 to 10.00,3.0,10.0,6.00 to 15.00,6.0,15.0,Broadleaf evergreen,Seasonal bloomer,Seasonal bloomer,,Medium,Full sun,full sun,,Medium,10 to 12,10,12,White tinged with purple, Pacific and Indian ocean regions
Schaueria flavicoma,Schavleria,Acanthaceae,2.00 to 4.00,2.0,4.0,2.00 to 4.00,2.0,4.0,Herbaceous perennial,Flowers freely,Flowers freely,,Low,Full sun to part shade,full sun,part shade,Medium,10 to 12,10,12,Yellow flowers, Brazil
Schefflera actinophylla,Octopus Tree,Araliaceae,40.00 to 50.00,40.0,50.0,15.00 to 20.00,15.0,20.0,Broadleaf evergreen,Rarely flowers indoors,Rarely flowers indoors,,Low,Full sun to part shade,full sun,part shade,Medium,10 to 12,10,12,Red," Northeastern Australia, New Guinea"
Schefflera arboricola,Umbrella Plant,Araliaceae,10.00 to 25.00,10.0,25.0,4.00 to 8.00,4.0,8.0,Broadleaf evergreen,Rarely flowers indoors,Rarely flowers indoors,,Low,Full sun to part shade,full sun,part shade,Medium,10 to 12,10,12,Red," Hainan, Taiwan"
Schinus terebinthifolius,Brazilian Peppertree,Anacardiaceae,15.00 to 30.00,15.0,30.0,10.00 to 20.00,10.0,20.0,Broadleaf evergreen,July to September,July,September,Medium,Full sun,full sun,,Medium,9 to 11,9,11,White, Venezula to Argentina
Schisandra rubriflora,Schisandra,Schisandraceae,20.00 to 30.00,20.0,30.0,3.00 to 6.00,3.0,6.0,Vine,May to June,May,June,Low,Full sun to part shade,full sun,part shade,Medium,7 to 9,7,9,Red," India, western China"
Schizachyrium scoparium,Little Bluestem,Poaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purplish bronze, Eastern North America
Schizachyrium scoparium 'Blaze',Little Bluestem,Poaceae,2.00 to 3.00,2.0,3.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Reddish-brown,
Schizachyrium scoparium 'Blue Paradise' PRAIRIE WINDS,Little Bluestem,Poaceae,3.00 to 3.50,3.0,3.5,1.75 to 2.00,1.75,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purple-brown maturing to silvery white,
Schizachyrium scoparium (Branson Blue Strain),Little Bluestem,Poaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purplish-bronze,
Schizachyrium scoparium 'Carousel',Little Bluestem,Poaceae,2.00 to 2.50,2.0,2.5,2.00 to 2.50,2.0,2.5,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purple-brown maturing to silvery white,
Schizachyrium scoparium 'Glaucum',Little Bluestem,Poaceae,2.00 to 3.00,2.0,3.0,1.00 to 1.50,1.0,1.5,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 8,3,8,Purplish-bronze,
Schizachyrium scoparium 'Jazz',Little Bluestem,Poaceae,2.00 to 2.50,2.0,2.5,1.00 to 1.50,1.0,1.5,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purplish bronze turning silvery when mature,
Schizachyrium scoparium 'MinnblueA' BLUE HEAVEN,Little Bluestem,Poaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.50,1.5,2.5,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Reddish-brown,
Schizachyrium scoparium 'Prairie Blues',Little Bluestem,Poaceae,3.00 to 3.50,3.0,3.5,1.50 to 2.00,1.5,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Brown turning silvery when mature,
Schizachyrium scoparium 'Prairie Munchkin',Little Bluestem,Poaceae,2.50 to 3.00,2.5,3.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to October,August,October,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Light brown,
Schizachyrium scoparium 'Standing Ovation',Little Bluestem,Poaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to February,August,February,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purple bronze with white seed heads,
Schizachyrium scoparium 'The Blues',Little Bluestem,Poaceae,2.00 to 4.00,2.0,4.0,1.50 to 2.00,1.5,2.0,Ornamental grass,August to October,August,October,Low,Full sun,full sun,,Dry to medium,3 to 9,3,9,Purple-bronze,
Schizanthus pinnatus,Poor Man's Orchid,Solanaceae,1.00 to 1.50,1.0,1.5,0.75 to 1.00,0.75,1.0,Annual,May to June,May,June,Medium,Full sun to part shade,full sun,part shade,Medium,2 to 11,2,11,"Red, pink, purple, yellow, and white", Chile
Schizophragma hydrangeoides,Japanese Hydrangea Vine,Hydrangeaceae,20.00 to 30.00,20.0,30.0,6.00 to 9.00,6.0,9.0,Vine,June to July,June,July,Medium,Part shade to full shade,part shade,full shade,Medium,5 to 8,5,8,White," Japan, Korea"
Schizophragma hydrangeoides 'Moonlight',Japanese Hydrangea Vine,Hydrangeaceae,20.00 to 30.00,20.0,30.0,6.00 to 9.00,6.0,9.0,Vine,July to August,July,August,Medium,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,White,
Schizophragma hydrangeoides 'Roseum',Japanese Hydrangea Vine,Hydrangeaceae,20.00 to 30.00,20.0,30.0,6.00 to 9.00,6.0,9.0,Vine,July to August,July,August,Medium,Part shade to full shade,part shade,full shade,Medium,5 to 9,5,9,Pink,
